,CompanyName,CIN_Number,gst
8499,L&T ELECTRICALS AND AUTOMATION LIMITED   ,U31501MH2007PLC176667,27AACCE3578N1Z4
8500,SLIMLITES ELECTRICALS PVT LTD   ,U31500MH1984PTC033680,33AAACS5789D1ZB
8501,PNS ELECTRIC SOLUTION PRIVATE LIMITED - PNS ELECTRIC SOLUTION,U31401MH2013PTC240658,27AAHCP0290R1ZT
8502,INTER FOTO INDIA PRIVATE LIMITED - INTERFOTO,U30000MH1997PTC112049,07AAACI8655C1ZN
8503,JAIN ELECTRICALS PRIVATE LIMITED   ,U31100MH1988PTC046147,23AABCJ9371K1ZB
8504,POWERICA LIMITED - Powerica,U31100MH1984PLC032825,29AAACP3812E1ZP
8505,RISHABH INSTRUMENTS PVT LTD   ,U31100MH1982PTC028406,27AAACR2228Q1Z2
8506,BEICO INDUSTRIES PRIVATE LIMITED - Beico,U31100MH1980PTC022112,27AAACB0467B1Z8
8507,DKNV ENGINEERING PRIVATE LIMITED   ,U31103MH2006PTC163169,26AACCD4080G1ZV
8508,L&T - MHPS TURBINE GENERATORS PRIVATE LIMITED - L&T-Mhi Turbine Generators,U31101MH2006PTC166541,24AABCL2729F1ZU
8509,ROSA POWER SUPPLY COMPANY LIMITED - Rosa Power Supply Company,U31101MH1994PLC243148,09AABCR8917M1ZR
8510,TELAWNE POWER EQUIPMENTS PRIVATE LIMITED - Telawne Power Equipments,U31100MH2004PTC144150,27AACCT0358D1ZM
8511,BROTHER INTERNATIONAL (INDIA) PRIVATE LIMITED - Brother India,U30009MH2006FTC166197,27AADCB0263E2Z4
8512,ISHA STEEL TREATMENT PRIVATE LIMITED - ISHA STEEL TREATMENT,U13100MH1972PTC015537,27AAACI2583F1ZO
8513,SELEC CONTROLS PRIVATE LIMITED   ,U31200MH1981PTC025505,27AABCS6266N1ZS
8514,HUNGAMA DIGITAL MEDIA ENTERTAINMENT PRIVATE LIMITED - Hungama,U12000MH1999PTC119259,27AAACV7289H1ZU
8515,STERLING AND WILSON PRIVATE LIMITED - Sterling & Wilson,U31200MH1974PTC017538,12AAACS9939D1ZF
8516,INFINITI RETAIL LIMITED - CROMA,U31900MH2005PLC158120,30AACCV1726H1ZR
8517,SURE SAFETY SOLUTIONS PRIVATE LIMITED   ,U31900MH2004PTC147024,21AAICS2361P1Z5
8518,G M MODULAR PRIVATE LIMITED - GM MODULAR,U31900MH1999PTC120544,03AADCG6444N1ZG
8519,AM MOTORS PRIVATE LIMITED   ,U31700MH1978PTC020874,29AACCM6574A1ZH
8520,TRANSRAIL LIGHTING LIMITED - TRANSRAIL LIGHTING,U31506MH2008PLC179012,18AACCT8765G1ZW
8521,BAJAJ EARTHS PRIVATE LIMITED   ,U13100MH2006PTC160657,29AACCB8834E1ZL
8522,CONNECTWELL INDUSTRIES PRIVATE LIMITED - Connectwell,U30000MH1997PTC105433,27AAACC4125D1Z8
8523,PRISM CYBERSOFT PRIVATE LIMITED - PRISM CYBERSOFT,U30000MH1996PTC100584,27AACCP3220E1ZX
8524,CHEMTROLS INDUSTRIES PRIVATE LIMITED - Chemtrols Industries,U29299MH1981PTC024757,21AAACC2870R1ZJ
8525,EBCO PRIVATE LIMITED - Ebco,U29299MH1973PTC016890,27AAACE1625N1ZM
8526,NAT STEEL EQUIPMENT PRIVATE LIMITED   ,U29299MH1971PTC015520,27AAACN5119J1ZG
8527,CMP PRIVATE LIMITED   ,U29299MH1963PTC012661,03AAACC3412H1ZE
8528,ZENSAR TECHNOLOGIES LIMITED   ,L72200PN1963PLC012621,09AAACF0742K1ZP
8529,PHARMATECH EQUIPMENTS PRIVATE LIMITED - PHARMATECH EQUIPMENTS,U29297MH2009PTC191199,27AAFCP0032P1ZB
8530,PHARMALAB INDIA PRIVATE LIMITED. - PHARMALAB INDIA,U29297MH2006PTC163141,27AADCP7967P1ZF
8531,A D ELECTRONICS PRIVATE LIMITED   ,U31200MH1996PTC104103,07AAECD4013D1ZA
8532,OIL FIELD INSTRUMENTATION (INDIA)PRIVATE LIMITED  ,U11201MH2000PTC129960,27AAACO4870H1ZC
8533,RAJTARU STUDIOS LIMITED   ,U31200MH1994PLC078622,27AAACR2232G1ZR
8534,TECHNO ELECTRONICS LIMITED   ,U11204MH2007PLC171196,06AACCT6860A1ZL
8535,RATIONAL ENGINEERS LIMITED   ,U31200MH1989PLC050809,27AAACR2142P1Z7
8536,BRISTLECONE INDIA LIMITED - Bristlecone India,U30007MH1991PLC064368,29AAACM5186E1ZD
8537,RASHI PERIPHERALS PRIVATE LIMITED - Rashi Peripherals,U30007MH1989PTC051039,21AAACR2162H1ZW
8538,CMS COMPUTERS LIMITED - CMS Computers,U30007MH1980PLC022235,20AAACC1758L1ZW
8539,OKI INDIA PRIVATE LIMITED   ,U30005MH2014FTC254890,37AABCO9973A1ZA
8540,YESHSHREE PRESS COMPS PRIVATE LIMITED   ,U29290MH1997PTC109847,27AAACY0908Q1ZW
8541,THERMOPAC BOILERS PRIVATE LIMITED   ,U29290MH1994PTC083071,27AAACT1771E1ZJ
8542,BIMPEX MACHINES PVT LTD   ,U29290MH1991PTC062483,27AAACB5774H1ZK
8543,PARASON MACHINERY(INDIA) PRIVATE LIMITED - Parason Machinery,U29290MH1991PTC060587,27AABCP5078K1Z1
8544,FORBES TECHNOSYS LIMITED - Forbes Technosys,U29290MH1991PLC062425,27AAACF8567A1ZP
8545,TECHNITHON TECHNOLOGIES PRIVATE LIMITED   ,U29290MH1989PTC054805,27AAACC3354J2ZP
8546,L&T HYDROCARBON ENGINEERING LIMITED - L&T Hydrocarbon,U11200MH2009PLC191426,20AABCL5967D1ZS
8547,AXIS ELECTRICAL COMPONENTS (INDIA)PRIVATE LIMITED  ,U31200MH1997PTC108174,27AAACA9691C1ZN
8548,AMAR EQUIPMENTS PRIVATE LIMITED   ,U29299MH2000PTC129360,27AADCA0201H1ZE
8549,MONK AUTOMATION PVT LTD - Monk Automation,U29299MH1999PTC120084,27AABCM9042N1Z2
8550,L N ENTERPRISES PRIVATE LIMITED - LN ENTERPRISES,U29299MH1998PTC116747,33AADCL4815G1ZS
8551,K. P. WIND PRIVATE LIMITED   ,U29299MH1998PTC116275,29AAECK8735B1ZG
8552,SAVERA AUTO COMPS PRIVATE LIMITED   ,U29299MH1996PTC102506,27AADCS2490L1Z0
8553,NEOTERIC INFOMATIQUE LIMITED   ,U30007MH1997PLC106787,27AAACN3140K1ZL
8554,SMART CHIP PRIVATE LIMITED   ,U30007MH1996PTC099664,32AABCS2005H1Z1
8555,VISION MECHATRONICS PRIVATE LIMITED - Vision Mechatronics,U30007MH1995PTC092534,27AABCM1561C1ZX
8556,MSL DRIVELINE SYSTEMS LIMITED - Msl Driveline,U30007MH1994PLC081637,23AAACM3524A1ZB
8557,ASHTECH INFOTECH PRIVATE LIMITED - Ashtech Info,U30007MH1993PTC074939,24AAACA3604M1ZZ
8558,PLUS BUSINESS MACHINES LIMITED   ,U29299MH1995PLC087417,29AAACP7987N1ZE
8559,UNITED HEAT TRANSFER PRIVATE LIMITED   ,U29191MH1995PTC084982,27AAACU3754C1ZJ
8560,CENTECH ENGINEERS PRIVATE LIMITED   ,U29190MH2005PTC150911,27AACCC8510E1ZZ
8561,EMERSON ELECTRIC COMPANY (INDIA) PRIVATE LIMITED  ,U29190MH1995PTC087858,27AAACE1260B6Z7
8562,EMERSON PROCESS MANAGEMENT (INDIA)PRIVATE LIMITED  ,U29196MH1981PTC024115,29AAACF1667M1Z9
8563,APTAR PHARMA INDIA PRIVATE LIMITED - APTAR,U29195MH1999PTC207807,27AAACV8607M1ZV
8564,HAMON COOLING SYSTEMS PRIVATE LIMITED - Hamon Shriram Cottrell,U29222MH1971PTC015045,21AAACT2254Q1ZA
8565,THERMAL ENERGY SERVICE SOLUTIONS PRIVATE LIMITED  ,U29220MH2013PTC240243,27AAECT5422E1ZJ
8566,SYSCON INFOWAY PRIVATE LIMITED   ,U30007MH2005PTC154396,27AAJCS2264E1ZD
8567,SYRMA TECHNOLOGY PRIVATE LIMITED   ,U30007MH2004PTC148165,29AAICS5745D1Z4
8568,DEVHARSH INFOTECH PRIVATE LIMITED   ,U30007MH2004PTC146993,27AACCD1967A1ZZ
8569,PCSS SOLUTIONS PRIVATE LIMITED   ,U30007MH2003PTC142269,27AADCP0808M1ZB
8570,GOODWIN JEWELLERS PRIVATE LIMITED   ,U13204MH2011PTC212289,27AAECG1077A1Z1
8571,ALMONARD PRIVATE LIMITED - Almonard,U29300MH1968PTC014071,29AABCA0188R1Z5
8572,M J BIOPHARM PRIVATE LIMITED   ,U29249MH1987PTC044458,27AADCS9530P1ZP
8573,WAAREE ENERGIES LIMITED - Waaree,U29248MH1990PLC059463,36AAACA4043J2ZW
8574,ACE FURNACES PRIVATE LIMITED   ,U29242MH2014PTC253538,27AAMCA4586A1ZN
8575,SEALWELL SYSTEMS PRIVATE LIMITED   ,U29242MH2012PTC226464,27AARCS0667D1Z4
8576,SPARKLET ENGINEERS PRIVATE LIMITED   ,U29240MH2000PTC124853,27AAFCS0377N1ZW
8577,BLAZE FOOD MACHINERY PRIVATE LIMITED   ,U29253MH2015PTC263745,27AAGCB3195A1ZX
8578,PARLE LEEPACK MACHINERY PRIVATE LIMITED   ,U29253MH2014PTC258985,27AAHCP8942Q1ZG
8579,OERLIKON TEXTILE INDIA PRIVATE LIMITED   ,U29261MH1994PTC076139,27AAACB4026C1ZB
8580,MONGA STRAYFIELD PRIVATE LIMITED   ,U22106PN1968PTC133908,27AAACM3782A1ZR
8581,DEFENCE LAND SYSTEMS INDIA LIMITED   ,U29268MH2009PLC190702,06AAGCM0058F1ZS
8582,SUDARSHAN SAUR SHAKTI PRIVATE LIMITED - Sudarshan Saur,U29307MH1995PTC091037,27AAKCS4490B1ZA
8583,DEEPAK ENERGY CONSERVATIVES PRIVATE LIMITED - DEEPAK ENERGY,U29302MH2010PTC198454,27AADCD3115D1Z8
8584,ELECMEC ENGINEERING & PROJECTS PRIVATE LIMITED - Elecmec Engineering,U29300MH2015PTC263110,27AADCE9111C1Z1
8585,AERIES TECHNOLOGY GROUP PRIVATE LIMITED   ,U29300MH2011PTC224909,36AAKCA0949D1ZT
8586,PLATINUM FABRICS PRIVATE LIMITED   ,U29264MH2005PTC157101,27AACCD2550M1ZL
8587,YASH TEXTILE MACHINES PRIVATE LIMITED   ,U29263MH2003PTC141693,27AAACY2103K1ZH
8588,SAFEX FIRE SERVICES LIMITED   ,U29193MH2000PLC127212,27AAECS7539M1ZP
8589,UTC FIRE & SECURITY INDIA LIMITED   ,U29193MH1981FLC024364,36AAACV2873P1ZQ
8590,MAHINDRA TSUBAKI CONVEYOR SYSTEMS PRIVATE LIMITED - Mahindra Conveyor Systems,U29268MH2010PTC198438,27AAGCM3315B1ZY
8591,BHI LIMITED - BHI LIMITED,U14100MH1987PLC044734,27AAETS9151J1Z0
8592,ANUSHKA MOULDS AND DIES PRIVATE LIMITED   ,U29253MH2010PTC201502,27AAICA3661Q1Z4
8593,INDIA PORTS & LOGISTICS PRIVATE LIMITED   ,U29253MH2009PTC196894,07AAICP0047R1ZZ
8594,DTK AUTO PRESS COMPS. PRIVATE LIMITED   ,U29253MH2009PTC197749,27AADCD2921R1ZB
8595,AUTO DIGITECH PRIVATE LIMITED   ,U29253MH2009PTC196365,27AAGCM2267G1ZF
8596,SHRUTI FLEXIPACK PRIVATE LIMITED   ,U29253MH2009PTC193548,27AANCS4959A1Z3
8597,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED - Paras Defence,U29253MH2009PLC193352,27AAFCP1825J1ZC
8598,SEDEMAC MECHATRONICS PRIVATE LIMITED - Sedemac Mechatronics,U29253MH2007PTC172479,27AALCS0479F1Z4
8599,GLAMPTECH AGRO PROCESS PRIVATE LIMITED - GLAMPTECH,U29253MH1991PTC059672,27AAACG1857E1ZT
8600,CHAPHEKAR ENGINEERING PRIVATE LIMITED   ,U29253MH1975PTC018216,27AAACC2937K1ZL
8601,TEMA INDIA LIMITED - Tema,U29192MH1984PLC034861,26AAACT1735C1ZT
8602,ARTEK SURFIN CHEMICALS LIMITED - Artek Surfin,U29190MH1990PLC055269,27AAACA3374Q2Z9
8603,KOMPRESS INDIA PVT LTD - KOMPRESS,U29190MH1989PTC053887,27AAACK1741K1ZL
8604,OTIS ELEVATOR CO (INDIA)LTD - OTIS,U29150MH1953PLC009158,07AAACO0481E1ZT
8605,INDO-GERMAN VACU TREAT PRIVATE LIMITED   ,U29140MH2006PTC161164,29AABCI4996F1Z6
8606,VIJAY TANKS AND VESSELS PRIVATE LIMITED - Vijay Tanks and Vessels,U29132MH1969PTC014340,19AAACV4048A2ZL
8607,SANKALPAN ARCHITECTS PRIVATE LIMITED   ,U13744MH1999PTC119059,27AAECS1278H1Z8
8608,IGLOO DAIRY SERVICES PRIVATE LIMITED - Igloo Dairy Services,U29290MH1973PTC016286,27AAACR5175Q1ZQ
8609,VYANKTESH FABRICRAFT PRIVATE LIMITED   ,U29199MH2007PTC174043,27AACCV5500F1ZM
8610,TINITA ENGINEERING PRIVATE LIMITED   ,U29199MH2006PTC165317,27AACCT5358D1ZC
8611,GALAXY SIVTEK PRIVATE LIMITED   ,U29199MH2006PTC163096,24AACCG6170G1ZT
8612,SAMARTH SECURITY SYSTEMS (INDIA) PRIVATE LIMITED  ,U29253MH2012PTC226644,27AARCS0555Q1ZI
8613,NEWAGE FIRE PROTECTION INDUSTRIES PRIVATE LIMITED - NEWAGE FIRE PROTECTION INDUSTRIES,U29253MH2010PTC206683,07AADCN3668F1ZE
8614,BETAL ENGINEERING PRIVATE LIMITED   ,U29253MH2010PTC205887,27AAECB1928P1ZB
8615,SUNJAY TECHNOLOGIES PRIVATE LIMITED   ,U29199MH2001PTC131714,27AAFCS2827K1Z3
8616,JAY STORAGE SOLUTIONS PRIVATE LIMITED   ,U29197MH2015PTC261288,27AADCJ4609G1ZN
8617,APF WATER SYSTEMS PRIVATE LIMITED - APF Water Systems,U29197MH2004PTC148599,27AAECA8740L1ZC
8618,LARS ENVIRO PRIVATE LIMITED   ,U29197MH1997PTC109003,37AAACL2803K1ZM
8619,CONTECH INSTRUMENTS LIMITED   ,U29196MH2002PLC134984,27AABCC7471R1ZZ
8620,NARSHIMA AUTO COMPONENTS PRIVATE LIMITED   ,U28900MH1999PTC120604,27AABCN0805G1ZV
8621,GEMINI POWER HYDRAULICS PRIVATE LIMITED   ,U28900MH1995PTC088698,27AAACG3661L1ZG
8622,KUNDAN INDUSTRIES LIMITED - Kundan Industries,U28900MH1995PLC092326,07AAACK0667J1ZI
8623,GAURAV CONTAINERS LIMITED   ,U28900MH1986PLC041500,26AABCG1069M1ZH
8624,TOYO ENGINEERING INDIA PRIVATE LIMITED - Toyo Engineering India,U28900MH1981PTC025413,29AAACK7425Q1ZW
8625,RAJHANS METALS PVT LTD   ,U28910MH1987PTC043138,24AAACR5424Q1Z4
8626,MANISHA PHARMO PLAST PRIVATE LIMITED   ,U28910MH1987PTC042064,27AAACM9327M2Z0
8627,ASHAPURA PERFOCLAY LIMITED - Ashapura Perfoclay,U14108MH1997PLC107300,27AAACA9472H3ZG
8628,JAYPEE FORGE PRIVATE LIMITED - Jaypee Forge,U28910MH1982PTC026086,27AAACJ1662J1ZK
8629,L AND T CHIYODA LIMITED - L&T Chiyoda,U28920MH1994PLC083035,24AAACL1818N1ZI
8630,MC CLELLAND ENGINEERS PVT LTD - Mc Clelland Engineers,U28920MH1991PTC062455,27AACCM7587P1ZJ
8631,PARLE KOVAI MACHINERY PRIVATE LIMITED   ,U29253MH2013PTC242037,27AAHCP1273E1ZJ
8632,SAURYA HSE PRIVATE LIMITED   ,U29253MH2013PTC240516,27AASCS7271E1ZV
8633,ANULEKH AGROTECH PRIVATE LIMITED   ,U29253MH2012PTC237804,27AALCA1111G1Z5
8634,MUTHA ENGINEERING PRIVATE LIMITED - Mutha Engineering,U29219MH1982PTC028489,33ALMPM6931H1ZX
8635,HERO PRODUCTS INDIA PRIVATE LIMITED   ,U28920MH1998PTC114043,27AABCE2863M1ZD
8636,GEMINI ENGI-FAB LIMITED   ,U28920MH1998PLC112909,24AAACG7948N1Z4
8637,IRB INFRASTRUCTURE PRIVATE LIMITED - IRB Infra,U28920MH1997PTC112628,27AAACI3369P1Z1
8638,ADMIRE SIGN AND DISPLAY PRIVATE LIMITED   ,U28999MH1998PTC113693,36AACCA7481Q2Z0
8639,CLP WIND FARMS (KHANDKE) PRIVATE LIMITED   ,U29100MH2005PTC154946,27AABCE4934F1ZS
8640,PROMAS ENGINEERS PRIVATE LIMITED   ,U29100MH2005PTC151708,27AADCP5378C1ZD
8641,ARMSTRONG MACHINE BUILDERS PRIVATE LIMITED - Armstrong Machine Builders,U29100MH2002PTC136465,27AADCA9688A1ZJ
8642,GRIND MASTER MACHINES PRIVATE LIMITED - GRIND MASTER MACHINES,U29100MH1993PTC075518,27AABCG1936H1ZQ
8643,SERVOTECH INDIA LIMITED   ,U29100MH1986PLC040345,27AAFCS3985A1ZB
8644,OREN KITCHEN APPLIANCES PRIVATE LIMITED   ,U28997MH2009PTC193466,24AABCO1995J1Z8
8645,R R KABEL LIMITED - RR Kabel,U28997MH1995PLC085294,27AABCR3352C3ZP
8646,L&T- MHPS BOILERS PRIVATE LIMITED - L&T- MHPS BOILERS,U29119MH2006PTC165102,10AABCL2635C1ZC
8647,PARKER HANNIFIN INDIA PRIVATE LIMITED - Parker Hannifin India,U29119MH1989PTC050377,33AAACP6820G2ZP
8648,CAPACITE STRUCTURES LIMITED   ,U29110MH1996PLC099745,27AAACP4898A1ZD
8649,FORTUNA ENGINEERING PRIVATE LIMITED - Fortuna Engineering,U29220MH1989PTC053624,27AAACF2767Q1Z2
8650,ACT FININVEST LIMITED   ,U29220MH1989PLC052987,27AADCA2839D1ZY
8651,ADVANCE VALVES PRIVATE LIMITED   ,U29220MH1976PTC019405,27AAACS0305B1Z6
8652,SCHUECO INDIA PRIVATE LIMITED   ,U29219MH2011PTC221550,27AAQCS3202B1ZO
8653,EVOLUTIS INDIA PRIVATE LIMITED   ,U29219MH2006PTC164210,07AADCE7645K1ZB
8654,ORIENTAL CONTAINERS LIMITED   ,U28992MH2006PLC159687,30AAACO8122G1ZY
8655,SABOO ENGINEERS PRIVATE LIMITED   ,U28920MH1990PTC055802,08AAMCS6570Q1ZC
8656,MINEX METALLURGICAL COMPANY LIMITED - Minex,U28910MH1981PLC024161,27AAACM7315B2ZV
8657,TRINITY ENGINEERS PRIVATE LIMITED   ,U28910MH1972PTC016150,27AADCT7008B2ZN
8658,ALF ENGINEERING PRIVATE LIMITED - Alf Engineering,U28900MH2006PTC160179,27AAFCA6242G2ZS
8659,TOPWORTH PIPES & TUBES PRIVATE LIMITED   ,U29120MH2005PTC157395,27AAFCA6452L1ZE
8660,VIRGO VALVES & CONTROLS PRIVATE LIMITED   ,U29120MH2004PTC146916,27AABCV8733H1Z2
8661,DENCIL PUMPS AND SYSTEMS PRIVATE LIMITED   ,U29120MH2004PTC146097,27AABCD9697G1Z5
8662,MONIBA ANAND ELECTRICALS PVT LTD   ,U29120MH1986PTC039819,27AABCM8242Q1ZW
8663,CLASSIC SOLVENTS PVT LTD   ,U29120MH1984PTC034006,07AAACC1703B1ZK
8664,JK TALABOT LIMITED   ,U28930MH2005PLC154517,27AABCJ5627J1ZE
8665,CLEAN COATS PRIVATE LIMITED   ,U28920MH1999PTC123428,33AABCC2231K1Z4
8666,EBULLIENT PACKAGING PRIVATE LIMITED   ,U28129MH2003PTC140394,27AABCE1790M1ZD
8667,NHB BALL AND ROLLER LIMITED - Nhb Ball And Roller,U29130MH1994PLC082390,27AAACN1736F1ZQ
8668,GAJRA DIFFERENTIAL GEARS LIMITED - Gajra,U29130MH1991PLC060687,23AAACG1586C1Z3
8669,MARATHWADA AUTO COMPO PRIVATE LIMITED - MARATHWADA AUTO COMPO,U29130MH1988PTC046951,33AABCM5791J1Z9
8670,TATSUNO INDIA PRIVATE LIMITED   ,U29120MH2006FTC166485,32AACCT5929J2Z6
8671,PRAKASH METAL CRAFT PRIVATE LIMITED   ,U28990MH2000PTC126573,27AACCP1512F1ZW
8672,NEMANI STEELS P LTD - NEMANI,U28990MH1994PTC078913,27AAACN1189J1ZA
8673,ENCEE RAIL ENGINEERS AND FABRICATORS PVT LTD  ,U28990MH1987PTC042771,24AAACE1828P1ZJ
8674,AVDEL (INDIA) PRIVATE LIMITED   ,U28990MH1961PTC011971,27AABCA3977E1ZP
8675,ECHAAR EQUIPMENTS PRIVATE LIMITED   ,U28939MH2005PTC151304,27AABCE4262G1ZT
8676,BEBITZ FLANGES WORKS PRIVATE LIMITED   ,U28939MH2004PTC149545,27AACCB4992M1Z5
8677,ELECTRO PNEUMATICS AND HYDRAULICS (INDIA) PVT LTD - ELECTRO,U28932MH1983PTC030253,37AAACE0877G1ZO
8678,EURO PANEL PRODUCTS PRIVATE LIMITED   ,U28931MH2013PTC251176,23AAMCA2789F1ZK
8679,B E C CHEMICALS PRIVATE LIMITED   ,U28932MH1958PTC011230,09AACCT7157Q1ZI
8680,VIDYUT METALLICS PRIVATE LIMITED   ,U28931MH1953PTC018405,08AAGCV1785L1ZQ
8681,ALLIED ENGINEERING PRIVATE LIMITED   ,U28910MH2012PTC227663,27AAKCA3356J1ZG
8682,MUNGI ENGINEERS PRIVATE LIMITED   ,U28910MH2004PTC146663,27AAECM0828M1Z9
8683,BIZERBA INDIA PRIVATE LIMITED - Bizerba India,U28910MH2003PTC139386,27AAACW4656R1ZJ
8684,UNI DERITEND LIMITED   ,U27200MH1977PLC019857,27AAACU0028K1ZH
8685,GOLDSTAR METALS LIMITED   ,U27110MH1998PLC116190,27AACCG5917H1ZK
8686,GIBRALTAR MINES PRIVATE LIMITED - GIBRALTAR MINES,U14290MH2013PTC246273,27AAFCG3363C1ZV
8687,SHAZE LUXURY RETAIL PRIVATE LIMITED   ,U27109MH2010PTC205590,32AAOCS5627C1ZG
8688,ARCHISHA STEELS PRIVATE LIMITED   ,U27205MH1981PTC025930,27AADCA9908K1ZB
8689,SAPAT INTERNATIONAL PRIVATE LIMITED   ,U28992MH1986PTC041200,27AAACS7337P1ZR
8690,PIONEER EXTRUDERS PRIVATE LIMITED - Pioneer Extruders,U28992MH1985PTC035864,24AAACP2741C1Z1
8691,HARDWIN FASTNERS PVT LTD   ,U28991MH1987PTC042553,27AAACH2625P1ZD
8692,RIGHT TIGHT FASTNERS PRIVATE LIMITED - Right Tight,U28991MH1979PTC021250,05AADCR3024M1ZH
8693,RSAL STEEL PRIVATE LIMITED   ,U28990MH2010PTC211581,23AAFCR1288M1Z3
8694,MOLDEX COMPOSITES PRIVATE LIMITED - MOLDEX COMPOSITES,U28990MH2007PTC173681,24AAFCM3809D1ZU
8695,VIVA COMPOSITE PANEL PRIVATE LIMITED   ,U28990MH2005PTC150603,03AABCV9909K1Z1
8696,GONDWANA ENGINEERS LTD   ,U28920MH1982PLC027105,23AAACG5860F1ZW
8697,MECHELONIC ENGINEERS PRIVATE LIMITED   ,U28920MH1980PTC022616,27AAACM0681J1ZG
8698,DYNA HITECH POWER SYSTEMS LIMITED   ,U28920MH1977PLC020006,27AAACD5391A1ZZ
8699,ANAND ENGINEERS PRIVATE LIMITED   ,U28920MH1973PTC016582,27AAACA9591R1ZT
8700,GANSONS ENGINEERS PRIVATE LIMITED   ,U28920MH1971PTC015497,27AAACG1709R1ZB
8701,PERFECT ENGINEERING PRODUCTS LIMITED   ,U28920MH1964PLC012880,27AABCP6180E1ZH
8702,ISCAR INDIA LIMITED - Iscar India,U28920MH1952PLC008893,27AAACT4499B1ZA
8703,BEACONS PRIVATE LIMITED   ,U28920MH1951PTC008589,27AAACB1497R1Z3
8704,SHRIJEE LIFESTYLE PRIVATE LIMITED   ,U28920MH1944PTC004150,27AAACK1560G1ZT
8705,SADHANA CASTINGS PVT LTD   ,U27300MH1982PTC026006,27AABCS9693R1Z7
8706,ACG PAMPAC MACHINES PRIVATE LIMITED - ACG,U27299MH1987PTC044041,27AAACP4134F1ZQ
8707,RAMA CYLINDERS PRIVATE LIMITED   ,U28113MH2004PTC149620,36AAICR0440E1ZQ
8708,ZEN ENGINEERS PRIVATE LIMITED   ,U28920MH1989PTC050782,09AAACZ6896N1Z8
8709,SHRI BHARTIA PULVERISERS PRIVATE LIMITED   ,U14200MH2009PTC197845,27AANCS9135Q1ZC
8710,NOVATECH PROJECTS (I) PRIVATE LIMITED - Novatech,U28100MH1984PTC033793,19AAACN5828J1Z5
8711,EUROBOND INDUSTRIES PRIVATE LIMITED - Eurobond,U27203MH2004PTC147987,23AABCE3477F2ZV
8712,3A COMPOSITES INDIA PRIVATE LIMITED   ,U27203MH2000PTC129953,27AACCA9548A1ZT
8713,BHARAT CONTAINERS (NAGPUR) PVT LTD - Bharat Containers (Nagpur),U28129MH1983PTC031353,27AAACB0489M1ZF
8714,FRANKLIN WADCORPP INDIA PRIVATE LIMITED   ,U28129MH1982PTC026270,27AAACD2017P1ZN
8715,BHARAT CONTAINERS PVT LTD   ,U28129MH1956PTC009835,19AAFCB8929F1ZD
8716,SEAM INDUSTRIES LIMITED   ,U28120MH2005PLC153364,27AAJCS1029F1ZI
8717,CHENNAI CONTAINER TERMINAL PRIVATE LIMITED - Chennai Container Terminal,U28120MH2000PTC128675,33AABCC5838L1ZJ
8718,TUBACEX PRAKASH INDIA PRIVATE LIMITED   ,U28113MH2015PTC263656,24AAFCT3158G1ZF
8719,NIRLEP APPLIANCES PRIVATE LIMITED - NIRLEP APPLIANCES,U27200MH1979PTC021470,19AABCD3162G1ZU
8720,DMSON S METAL PRIVATE LIMITED - Dmsons Metal,U27109MH2007PTC170928,33AACCD6037D1Z5
8721,WESTERN INDIA METAL PROCESSORS LIMITED   ,U27109MH2006PLC164182,27AAACW6867C1Z5
8722,TOPWORTH URJA & METALS LIMITED   ,U27109MH1993PLC074950,27AACCS5396N1ZM
8723,WEENER EMPIRE PLASTICS PRIVATE LIMITED   ,U28129MH1995PTC090697,27AAACE5238K1ZJ
8724,BHAVI TUBES AND CONTAINERS PVT LTD   ,U28129MH1992PTC066055,24AAACB0678C1Z7
8725,DEEP PACKAGING PRIVATE LIMITED   ,U28129MH1989PTC050360,19AAFCD2142L1ZL
8726,GRAHRAJLAXMI PRIVATE LIMITED   ,U28129MH1987PTC045045,27AAACV1233B1ZY
8727,INDU PACKAGINGS PVT LTD   ,U28129MH1987PTC044023,27AAECS7886F1ZU
8728,AMITASHA ENTERPRISES PRIVATE LIMITED - Amitasha Enterprises,U27200MH1993PTC071552,27AABCA4423B1ZC
8729,NICOMET INDUSTRIES LIMITED - Nicomet Industries,U27200MH1993PLC071450,30AAACN1597Q1Z5
8730,PICKME E-SOLUTIONS INDIA PRIVATE LIMITED   ,U27310MH2012PTC228275,27AAGCP5587N1ZK
8731,COMPASS INTERNATIONAL PRIVATE LIMITED   ,U27310MH2012PTC228245,29AACCC8684K1ZZ
8732,SUPERMAX PERSONAL CARE PRIVATE LIMITED - Supermax Corporation,U27310MH2010PTC207411,33AAOCS7144Q1ZL
8733,SAVERA TUBES PRIVATE LIMITED   ,U27310MH2008PTC187478,27AAMCS4989F1ZO
8734,FORBES ENVIRO SOLUTIONS LIMITED   ,U27310MH2008PLC188478,27AABCF3759R1ZX
8735,PRISTINE COMMERCIALS PRIVATE LIMITED - Pristine,U27310MH2007PTC170907,24AAECP2625H1ZO
8736,AESTEIRON STEELS PRIVATE LIMITED   ,U27310MH2007PTC169902,36AAGCA3497A1ZU
8737,BDS PROJECTS INDIA PRIVATE LIMITED   ,U27310MH2007PTC166941,06AADCB1736G1Z1
8738,RAMSONS CASTINGS PRIVATE LIMITED   ,U27200MH1991PTC064308,27AAACR9195E1Z3
