,CompanyName,CIN_Number,gst
1760,ENHANCE PROTEINS LIMITED   ,U15400DL2010PLC209451,09AACCE5529R1ZZ
1761,GOODRICH NUTRIESTERS PRIVATE LIMITED   ,U15400DL2011PTC217754,07AAECG2325H1ZW
1762,ONCQUEST LABORATORIES LIMITED - Oncquest,U24233DL2007PLC170898,07AAACO9860B1ZI
1763,GREENS SURGICALS PRIVATE LIMITED - GREENS SURGICALS,U24233DL2006PTC156927,24AACCG7393R1ZV
1764,VEDICARE AYURVEDA PRIVATE LIMITED - Vedicare Ayurveda,U24233DL2006PTC153470,29AACCV3153C1ZJ
1765,SARA HEALTHCARE PRIVATE LIMITED   ,U24233DL2006PTC149822,29ABACS6015R1ZS
1766,RICHFIELD INDUSTRIES PRIVATE LIMITED   ,U15400DL2012PTC232590,07AAFCR7268D1Z8
1767,ACCORD MEDICAL PRODUCTS PRIVATE LIMITED   ,U24232DL2008PTC179649,07AAHCA1272C1Z5
1768,APOTHECARIES PRIVATE LIMITED   ,U24230DL1983PTC016149,06AAMCM6294R1ZF
1769,LARK LABORATORIES (INDIA) LTD - LARK,U24230DL1979PLC009548,07AAACL0407D1Z8
1770,AHLCON PARENTERALS (INDIA) LIMITED   ,U24239DL1992PLC047245,08AAACA1112C1ZN
1771,INVICTUS ONCOLOGY PRIVATE LIMITED   ,U24232DL2011PTC217394,07AACCI5921K1ZH
1772,MOOLCHAND HEALTHCARE PRIVATE LIMITED - Moolchand Healthcare,U24231DL2006PTC144350,07AACCD6396F2ZH
1773,EKTA COSMETICS LIMITED   ,U24100DL1994PLC063140,19AAACE2117R1ZE
1774,BUTTERCUP CONFECTIONERY LIMITED   ,U15419DL1999PLC099941,29AABCB8861E1ZJ
1775,ARBRO PHARMACEUTICALS PRIVATE LIMITED   ,U24232DL1985PTC021362,09AAACA7893C1ZL
1776,KRIBHCO FERTILIZERS LIMITED - Kribhco Shyam Fertilizers,U24121DL2005PLC143452,24AACCK6999B1ZE
1777,ACRO PAINTS LIMITED   ,U24119DL1989PLC036308,09AAACA0396C1Z1
1778,ASG BIOCHEM PRIVATE LIMITED - ASG BIOCHEM,U24232DL2004PTC126594,19AAECA7451L1ZB
1779,OBSURGE BIOTECH LIMITED   ,U24232DL2002PLC113701,09AAACO5037A1ZV
1780,IFFCO-MC CROP SCIENCE PRIVATE LIMITED - IFFCO MC Crop,U24100DL2015PTC284662,06AADCI9008G2ZO
1781,UNITED DESCALER PRIVATE LIMITED   ,U24100DL2013PTC256572,07AABCU6200A1Z1
1782,NISSIN ADVANCED COATING INDO CO. PRIVATE LIMITED  ,U24211DL2007PTC169557,27AACCN6164H1ZC
1783,WAVE DISTILLERIES AND BREWERIES LIMITED   ,U24110DL2008PLC180576,09AABCU0335J1ZE
1784,VALVOLINE LUBRICANTS & SOLUTIONS INDIA PRIVATE LIMITED - Valvoline Lubricants & Solutions India,U23201DL2016PTC298903,06AAFCV4409A2ZQ
1785,PARIJAT INDUSTRIES (INDIA) PRIVATE LIMITED - Parijat Industries,U24219DL1995PTC161189,27AABCT9862B1Z8
1786,AMAR UJALA LIMITED - Amar Ujala Publications,U22121DL2001PLC159705,03AADCA0275H2Z5
1787,CYBER MEDIA SERVICES LIMITED   ,U22130DL2008PLC174146,07AADCC3201H1Z8
1788,AVON FOOD LAB PRIVATE LIMITED   ,U24100DL2011PTC219942,07AAJCA5637P1Z3
1789,VK GLOBAL PUBLICATIONS PRIVATE LIMITED   ,U22212DL2009PTC194806,06AADCV0986E1ZB
1790,HALDI RAM PRODUCTS PRIVATE LIMITED   ,U15490DL1996PTC081504,06AAACH8461R1ZZ
1791,H G GRAPHICS PRIVATE LIMITED - H G Graphics,U22219DL2013PTC247983,09AABCH9083J1Z4
1792,GAMINGMONK ENTERTAINMENT PRIVATE LIMITED - GAMINGMONK,U22229DL2016PTC303094,07AAGCG4548L1Z8
1793,MOSER BAER ENTERTAINMENT LIMITED   ,U22229DL2006PLC153759,22AAFCM0114K1ZZ
1794,KROWN BAKERS (INDIA) PRIVATE LIMITED   ,U15412DL2008PTC176202,09AADCK3283B1ZQ
1795,BIKANO FOODS PRIVATE LIMITED - BIKANO,U15412DL2011PTC218562,06AAFCB2119P1ZL
1796,ANTIQUE COMMUNICATIONS PRIVATE LIMITED   ,U22210DL2011PTC225171,20AAKCA0242K1Z5
1797,DIAMOND MAGAZINES PRIVATE LIMITED   ,U22122DL2004PTC125490,07AABCD9548E1ZL
1798,CARGILL INDIA PRIVATE LIMITED - Cargill India,U15440DL1996PTC118008,08AAACC3269J1ZK
1799,SPRINGER (INDIA) PRIVATE LIMITED   ,U22122DL2002PTC117414,07AAGCS8935B1ZA
1800,A B SUGARS LIMITED   ,U15421DL1997PLC128097,29AANCS3203R1ZP
1801,WRIGLEY INDIA PRIVATE LIMITED - Wrigleys,U15434DL1993PTC132563,19AAACW1789P1ZG
1802,VEZLAY FOODS PRIVATE LIMITED   ,U15435DL2010PTC197593,07AANCS7245M1ZN
1803,SIDDHO MAL PAPER CONVERSION COMPANY PRIVATE LIMITED - Siddhomal Paper Conversion,U21012DL2005PTC139195,09AAJCS1600A1ZX
1804,UNIDOS INSTA PRINT PRIVATE LIMITED - Unidos Insta Print,U22190DL2016PTC299804,07AABCU9343G1Z7
1805,FARMGATE AGRO MILCH PRIVATE LIMITED   ,U15494DL2010PTC211008,07AABCF6486D2ZL
1806,BARISTA COFFEE COMPANY LIMITED - Barista,U15492DL1999PLC101732,36AABCB5798A1ZQ
1807,COSTA COFFEE INDIA PRIVATE LIMITED - Costa Coffee,U15492DL2005PTC140465,07AACCC6509K1ZL
1808,LITE BITE FOODS PRIVATE LIMITED - Lite Bite Foods,U15499DL2002PTC114101,07AAACL7300H2ZT
1809,SUPA LAMINATES PRIVATE LIMITED   ,U20219DL2008PTC181982,06AANCS1480J1Z2
1810,PENGUIN RANDOM HOUSE INDIA PRIVATE LIMITED - PENGUIN BOOKS,U22110DL1985PTC020493,09AAACP6681K1ZX
1811,G K PUBLICATIONS PVT LTD - G K PUBLICATIONS,U22110DL2001PTC111015,24AADCK0639H1ZS
1812,RIBBEL INTERNATIONAL LIMITED   ,U18109DL1992PLC050010,07AAACR4715N1Z6
1813,BARMALT (INDIA) PRIVATE LIMITED   ,U15533DL1967PTC004735,08AAACB2825M1ZN
1814,SCRAFT PRODUCTS PRIVATE LIMITED   ,U21090DL2008PTC172302,06AALCS4578F1Z0
1815,BALAJI ACTION WOODDECOR PRIVATE LIMITED   ,U20299DL2006PTC154186,05AADCB1165D1ZA
1816,GIRIRAJ TIMBER PRIVATE LIMITED - Giriraj Timber,U20299DL2003PTC122162,24AABCG9558R1ZT
1817,FLYLITE LUGGAGE (INDIA) PRIVATE LIMITED - Flylite,U19120DL2013PTC255238,07AACCF2206N1ZQ
1818,MOCHIKO SHOES PRIVATE LIMITED - Mochiko Shoes,U19115DL2007PTC166984,06AAFCM1949Q1ZW
1819,ITALIAN EXPOSITION PRIVATE LIMITED - ITALIAN EXPOSITION,U19100DL2011PTC220125,07AACCI6315B1Z2
1820,SWASTIK POLYBLEND PRIVATE LIMITED   ,U19129DL2010PTC198739,06AANCS8193C1Z1
1821,SHR LIFESTYLES PRIVATE LIMITED - Shree Lifestyle,U19200DL2011PTC224111,08AAOCS4764J1ZO
1822,VIVIA INTERNATIONAL PRIVATE LIMITED   ,U18204DL2013PTC258914,06AAECV5952H1Z4
1823,TMS FASHION (DELHI) PRIVATE LIMITED   ,U18101DL2005PTC141692,07AACCT3181E1ZJ
1824,KAZO FASHION PRIVATE LIMITED   ,U18101DL2007PTC166437,09AADCK1719Q1Z2
1825,NAZAAKAT DESIGN HERITAGE PRIVATE LIMITED   ,U18101DL2011PTC216258,07AADCN5742Q1ZW
1826,IKOS DESIGNS PVT LTD   ,U18101DL1997PTC084247,07AAACI4689N1ZY
1827,FABLE STREET LIFESTYLE SOLUTIONS PRIVATE LIMITED - FableStreet,U18101DL2016PTC291050,07AACCF7606C1ZZ
1828,PEARL BEVERAGES LIMITED - PEARL BEVERAGES,U15549DL1996PLC079678,36AAACP4560D1ZP
1829,SYNDICATE CLOTH HOUSE PRIVATE LIMITED   ,U18101DL1999PTC100203,07AAFCS8507G1Z9
1830,SHAHI EXPORTS PRIVATE LIMITED   ,U18101DL2005PTC138730,21AAJCS1175L1ZA
1831,GLOBALITE INDUSTRIES PRIVATE LIMITED   ,U18101DL2005PTC137821,07AABCL2034M2ZK
1832,DESTINI INDIA LIMITED - Destini India,U17110DL1998PLC096947,24AAFCD2189R1Z3
1833,DCM NOUVELLE LIMITED - DCM NOUVELLE,U17309DL2016PLC307204,07AAFCD8921M1Z9
1834,AVSL INDUSTRIES LIMITED   ,U18101DL2003PLC121698,08AAACU7111P1Z1
1835,RENTECH DESIGNS INDIA PRIVATE LIMITED   ,U17291DL2007PTC166522,07AADCR6817N2ZV
1836,BEST POWER EQUIPMENTS INDIA PRIVATE LIMITED - Best Power Equipments,U99999DL2000PTC106932,24AABCB6354J1ZQ
1837,BIRLA COTTON SPG. AND WVG. MILLS LTD.   ,U99999DL2000PTC001205,07AABCT0815A1Z1
1838,CICO TECHNOLOGIES LIMITED - Cico Technologies,U99999DL2000PLC103782,07AABCC2930K1ZT
1839,S K WEAVING PRIVATE LIMITED   ,U17115DL2004PTC129457,24AAGCK3382A1ZX
1840,BODYCARE CREATIONS LIMITED   ,U17210DL2008PLC177227,09AADCB4442P1ZB
1841,GOLDEN TERRY TOWEL PRIVATE LIMITED - Golden Terry Towel,U17117DL1997PTC084319,06AAACG4678B1ZU
1842,DLF HOMES GOA PRIVATE LIMITED - DLF HOMES GOA,U99999DL2006PTC147891,07AAJCS9264L1ZM
1843,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED - Prudential ICICI Asset Management,U99999DL1993PLC054135,16AAACI1000K1Z6
1844,CAPER TRAVEL COMPANY PRIVATE LIMITED - CAPER TRAVEL COMPANY,U63040DL1998PTC094501,06AABCC5600J1Z0
1845,LEISURE CORP PRIVATE LIMITED   ,U63040DL2001PTC111607,06AADCM8009K1ZD
1846,BAKSHI TRANSPORT SERVICE PRIVATE LIMITED   ,U63040DL2001PTC113498,07AABCB7536N1ZC
1847,VISION EIS CONSULTING PRIVATE LIMITED.   ,U93092DL2006PTC152434,09AACCV3030E1ZP
1848,TRAVEL CHANNEL INDIA PRIVATE LIMITED   ,U93030DL2009FTC196279,07AADCT3618B1ZQ
1849,LOOKS SALON PRIVATE LIMITED   ,U93030DL2002PTC116159,27AADCL3346G1ZL
1850,FORTIS HOSPITALS LIMITED   ,U93000DL2009PLC222166,03AABCF3718N1ZO
1851,GLIMPSE COMMUNICATIONS PRIVATE LIMITED   ,U93000DL2011PTC225601,07AAECG4348J1ZG
1852,SOHAN LAL COMMODITY MANAGEMENT PRIVATE LIMITED - SLCM,U93090DL2009PTC193172,24AANCS4234L1Z2
1853,MORI SEIKI INDIA PRIVATE LIMITED   ,U93090DL2007PTC161763,33AAFCM0554P1ZA
1854,ITDL IMAGETEC LIMITED   ,U93090DL2007PLC158393,07AABCI6284L1Z6
1855,PINKERTON CORPORATE RISK MANAGEMENT INDIA PRIVATE LIMITED - Pinkerton,U93090DL2006PTC152131,06AAECP0031B1ZA
1856,EASY FIX HANDY SOLUTIONS INDIA PRIVATE LIMITED - Easy Fix,U93000DL2013PTC257571,07AADCE4878L1Z4
1857,SAMIKARAN LEARNING PRIVATE LIMITED   ,U93000DL2009PTC191900,09AANCS5912R1ZF
1858,INMORPHIS SERVICES PRIVATE LIMITED   ,U93000DL2015PTC281817,07AADCI8504M1ZB
1859,METAPHOR EXPORTS PRIVATE LIMITED   ,U93000DL2001PTC109997,06AACCM7412M2ZC
1860,PROMACH HOSPITALITY PRIVATE LIMITED   ,U93000DL2016PTC300220,07AAICP6086E1Z7
1861,INFUREKA TECHNOLOGIES PRIVATE LIMITED   ,U93000DL2016PTC292006,07AAECI0667E1ZR
1862,MXP MEDIA INDIA LIMITED - MXP Media,U93000DL2013PLC248555,27AAECT5916D1ZE
1863,PARSHAVNATH MEDIA PRIVATE LIMITED   ,U93000DL2009PTC196542,06AAFCP4093E1ZH
1864,DLF GOLF RESORTS LIMITED - DLF GOLF RESORTS,U92411DL1998PLC096436,06AAACD8762D1ZS
1865,VULCAN EXPRESS PRIVATE LIMITED   ,U63090DL2013PTC261203,36AAECV6424E1ZE
1866,SRA HOSPITALITY PRIVATE LIMITED - SRA HOSPITALITY,U63090DL2014PTC262969,07AAUCS0944G1Z1
1867,NETRIKA CONSULTING INDIA PRIVATE LIMITED - Netrika,U93000DL2013PTC252577,07AAECN3417B1ZY
1868,EXPLICO CONSULTING PRIVATE LIMITED   ,U93000DL2010PTC205167,07AACCE5403G1Z1
1869,HOWE (INDIA) PRIVATE LIMITED   ,U93000DL1966PTC004876,32AADCH4100N2ZW
1870,IDFC FOUNDATION   ,U93000DL2011NPL215231,07AACCI5474K1Z9
1871,EXCITEL PRIVATE LIMITED - Excitel,U63090DL2015PTC275112,07AADCE8572F1ZI
1872,EMINENT CABLE NETWORK PRIVATE LIMITED   ,U92400DL2012PTC231558,07AACCE9589M1ZT
1873,BHARTI TELEMEDIA LIMITED - BHARTI TELEMEDIA,U92200DL2006PLC156075,06AADCB0147R2ZI
1874,DELHIVERY PRIVATE LIMITED - Delhivery,U63090DL2011PTC221234,37AAPCS9575E1ZM
1875,SEVENTH PLANE NETWORKS PRIVATE LIMITED   ,U92490DL2011PTC216506,07AAPCS5597N1Z8
1876,MULTIPLEX CINEVISION PRIVATE LIMITED   ,U92490DL2011PTC216149,09AAHCM1633P1Z1
1877,SANMATI ENTERTAINMENT PRIVATE LIMITED   ,U92490DL2011PTC215278,09AAPCS4628E1Z1
1878,AMBIKA DEN CABLE NETWORK PRIVATE LIMITED   ,U92490DL2011PTC214705,09AADCN5525B1ZQ
1879,FUN CABLE NETWORK PRIVATE LIMITED   ,U92490DL2010PTC211506,07AABCF6465E1ZP
1880,DLF RECREATIONAL FOUNDATION LIMITED - DLF,U92490DL2008PLC181466,06AACCD9526H1ZM
1881,NEW LIFE INDIA FERTILITY CLINIC PRIVATE LIMITED - New Life India Clinic,U85110DL2011PTC226204,07AADCN7737P1ZR
1882,DEEP CHAND DIALYSIS CENTRE PRIVATE LIMITED - DEEP CHAND DIALYSIS CENTRE,U85110DL2011PTC213594,07AAECD2052Q1ZG
1883,PARK MEDI WORLD PRIVATE LIMITED   ,U85110DL2011PTC212901,07AAFCP8305H1ZE
1884,FORTIS CANCER CARE LIMITED   ,U85110DL2011PLC217420,07AABCF7141H1ZS
1885,APAC BIOTECH PRIVATE LIMITED   ,U85110DL2010PTC211616,06AAJCA0476E1ZX
1886,FORTIS C-DOC HEALTHCARE LIMITED   ,U85110DL2010PLC208379,07AABCF5973F1ZK
1887,AXISS DENTAL PRIVATE LIMITED   ,U85120DL2007PTC170348,07AAGCA6675C1ZP
1888,NEW DELHI CENTRE FOR SIGHT LIMITED - Centre for Sight,U85120DL2002PLC115652,07AABCN6370Q1ZW
1889,SM PRODUCTIONS PRIVATE LIMITED   ,U92490DL2013PTC259388,09AATCS5970R1ZZ
1890,INTER SPORTS PRIVATE LIMITED   ,U92490DL2013PTC257200,07AADCI3375C2ZS
1891,MELODY CABLE NETWORK PRIVATE LIMITED   ,U92490DL2013PTC249148,09AAICM5184E1Z9
1892,LIBRA CABLE NETWORK PRIVATE LIMITED   ,U92490DL2012PTC246586,07AACCL4127G1ZR
1893,SCORPIO CABLE NETWORK PRIVATE LIMITED   ,U92490DL2012PTC246211,09AASCS4269E1ZT
1894,JHANKAR CABLE NETWORK PRIVATE LIMITED   ,U92490DL2012PTC243921,07AACCJ9535C1ZN
1895,ADHUNIK CABLE NETWORK PRIVATE LIMITED   ,U92490DL2012PTC243760,07AALCA0535E1Z1
1896,BLOSSOM ENTERTAINMENT PRIVATE LIMITED   ,U92490DL2012PTC231482,07AAECB8847M1Z3
1897,WASTE VENTURES INDIA PRIVATE LIMITED   ,U90002DL2011FTC214241,36AABCW0703C1ZY
1898,JABALPUR MSW PRIVATE LIMITED - MSW Jabalpur,U90001DL2013PTC247509,23AADCE2756M1ZJ
1899,DEN MONTOOSHAH NETWORK PRIVATE LIMITED   ,U92130DL2008PTC180783,07AACCD9249H1ZG
1900,DEN AMBEY CABLE NETWORKS PRIVATE LIMITED   ,U92130DL2007PTC167995,07AACCD6884E1ZJ
1901,AUGMENT CABLE NETWORK PRIVATE LIMITED   ,U92120DL2013PTC258409,07AAMCA0940N1ZG
1902,VICTOR CABLE TV NETWORK PRIVATE LIMITED   ,U92190DL2011PTC214185,07AADCV5663L1ZU
1903,RAJASTHAN ENTERTAINMENT PRIVATE LIMITED   ,U92190DL2010PTC211326,08AAFCR0593K1Z1
1904,SIKHYA ENTERTAINMENT PRIVATE LIMITED - SIKHYA ENTERTAINMENT,U92190DL2008PTC176161,27AAMCS4837J1ZS
1905,CINESTAAN FILM COMPANY PRIVATE LIMITED - Cinestaan Film,U92412DL2013PTC258232,07AAFCC4066Q1Z6
1906,DRS WAREHOUSING (NORTH) PRIVATE LIMITED   ,U63090DL2006PTC153134,06AAFCM1297B2ZP
1907,MEROFORM (INDIA) PRIVATE LIMITED   ,U92117DL2000PTC108150,29AACCM5189P1ZL
1908,ECOWISE WASTE MANAGEMENT PRIVATE LIMITED   ,U90001DL2006PTC150658,09AABCE6194P1ZX
1909,ROSE ENTERTAINMENT PRIVATE LIMITED   ,U92190DL2012PTC232947,07AAFCR7636H1Z4
1910,ANGEL CABLE NETWORK PRIVATE LIMITED   ,U92100DL2013PTC258418,07AAMCA0939M1ZB
1911,PORTRAIT CABLE NETWORK PRIVATE LIMITED   ,U92100DL2013PTC249351,07AAHCP0960E1ZL
1912,MAITRI CABLE NETWORK PRIVATE LIMITED   ,U92100DL2013PTC249134,07AAICM5183D1ZG
1913,SRISHTI DEN NETWORKS PRIVATE LIMITED   ,U92100DL2012PTC235925,07AAGCP8908F1Z8
1914,SATURN DIGITAL CABLE PRIVATE LIMITED   ,U92100DL2011PTC214655,07AAPCS4390B1Z8
1915,BIG DEN ENTERTAINMENT PRIVATE LIMITED   ,U92100DL2010PTC211666,09AAECB3743L1ZG
1916,TIMES BUSINESS SOLUTIONS LIMITED   ,U92100DL2005PLC173555,29AACCT4972F1Z2
1917,INTERNATIONAL ONCOLOGY SERVICES PRIVATE LIMITED - International Oncology Services,U85110DL2005PTC141431,07AAFCA5652E1ZV
1918,UMKAL HEALTH CARE PRIVATE LIMITED   ,U85110DL2005PTC139692,06AAACU7727R1ZN
1919,JIVA AYURVEDIC PHARMACY LIMITED - JIVA AYURVEDIC PHARMACY,U85110DL2005PLC131843,23AABCJ7326A1Z5
1920,GLOBAL HEALTH PRIVATE LIMITED - Global Health,U85110DL2004PTC128319,20AACCG2681C1Z9
1921,SATELLIER INDIA PRIVATE LIMITED   ,U92199DL2003PTC118548,07AAOCS4030K1Z5
1922,HEALTH CARE AT HOME INDIA PRIVATE LIMITED - HEALTHCARE AT HOME,U85190DL2012PTC242876,29AACCI3508E1ZT
1923,HOMITAL MEDCARE PRIVATE LIMITED   ,U85190DL2011PTC217421,07AACCH6381A1ZV
1924,FORTIS HEALTH MANAGEMENT (EAST) LIMITED   ,U85190DL2011PLC217462,07AABCF7138A1Z1
1925,MOVIE TIMES CINEPLEX PRIVATE LIMITED   ,U92111DL1998PTC096265,27AAECM2182N1Z4
1926,NUTRIWEL HEALTH (INDIA) PRIVATE LIMITED   ,U85190DL2009PTC188895,07AACCN9773G1Z3
1927,EYE-Q VISION PRIVATE LIMITED - Eye Q,U85121DL2006PTC152865,27AAECP1709L1ZA
1928,ALTUS LEARNING PRIVATE LIMITED   ,U80904DL2008PTC183919,24AADCC5355Q2Z9
1929,AEC EDUCATION PRIVATE LIMITED   ,U80904DL2008PTC177905,07AAHCA0063H1Z0
1930,VIENOVA EDUCATION PRIVATE LIMITED   ,U80904DL2008PTC176419,07AACCV2700K1ZH
1931,SIEC EDUCATION PRIVATE LIMITED   ,U80904DL2007PTC168117,04AALCS4157J1Z4
1932,MICROGENE DIAGNOSTIC SYSTEMS PRIVATE LIMITED - Microgene,U85100DL2008PTC184852,07AAFCM8309Q1ZU
1933,GLATT (INDIA) ENGINEERING PRIVATE LIMITED - Glatt (India) Pharma Engineering,U85100DL2007FTC171406,07AADCG0052E1Z7
1934,UNEXO LIFE SCIENCES PRIVATE LIMITED - UNEXO LIFE SCIENCES,U85191DL2013PTC259443,07AABCU6449F1Z8
1935,ARTEMIS GLOBAL LIFE SCIENCES LIMITED   ,U85191DL2011PLC216530,07AAFCP9324G1ZB
1936,FORTIS LA FEMME LIMITED   ,U85100DL2011PLC217500,07AABCF7159H1ZI
1937,SVAS MED PRIVATE LIMITED   ,U85100DL2010PTC205726,07AAOCS5760L1ZO
1938,SRL REACH LIMITED   ,U85100DL2015PLC279712,20AAVCS7313L1Z0
1939,DISRUPTIVE HEALTH SOLUTIONS PRIVATE LIMITED - HEALTHSKOOL PHARMACY,U85100DL2014PTC274801,06AAFCD2107H1Z4
1940,MOONJUR HEALTHCARE PRIVATE LIMITED   ,U85100DL2016PTC289219,07AAKCM1046P1Z3
1941,WAYFORWARD HEALTH PRIVATE LIMITED   ,U85100DL2015PTC288230,07AABCW7447F1Z6
1942,SYSTOPIC LABORATORIES PRIVATE LIMITED   ,U85110DL1982PTC014342,36AAACS2955H1ZB
1943,RAKSHA HEALTH INSURANCE TPA PRIVATE LIMITED - Raksha Health Insurance,U85199DL2002PTC113925,24AACCR3893H1Z8
1944,MAHAJAN IMAGING PRIVATE LIMITED - MAHAJAN IMAGING,U85199DL1999PTC101010,06AACCM0010D1ZG
1945,BIOMERIEUX INDIA PRIVATE LIMITED - BioMerieux,U85195DL1998PTC094403,33AAACB4984F1ZT
1946,FORTIS CSR FOUNDATION   ,U85100DL2014NPL271782,06AACCF4643B1Z4
1947,SKILLS EDUCATION PRIVATE LIMITED   ,U85100DL2009PTC191587,07AAHCA9299H1Z4
1948,INDIA SKILLS PRIVATE LIMITED   ,U80904DL1984PTC142166,27AAVCS1452Q1ZG
1949,ANSHU HOSPITALS LIMITED - Anshu Hospitals,U85110DL1997PLC088209,09AABCA3631R1ZD
1950,HERITAGE HOSPITALS LIMITED   ,U85110DL1991PLC046119,29AADCG3805F2ZR
1951,SAKET CITY HOSPITALS PRIVATE LIMITED   ,U85110DL1991PTC042646,07AAACG3749B2ZX
1952,BHAGAT HOSPITALS PRIVATE LIMITED - BHAGAT HOSPITALS,U85100DL2011PTC221696,23AADCB5149B1Z8
1953,METRO MAS HOSPITAL PRIVATE LIMITED - METRO,U85100DL2011PTC220686,08AAHCM2548K2Z4
1954,ON-DOT COURIERS AND CARGO LIMITED - On-dot Couriers,U64100DL1991PLC045783,08AAACC3526C2Z6
1955,ARTEMIS MEDICARE SERVICES LIMITED - Artemis Medicare Services,U85110DL2004PLC126414,06AAFCA0130M1Z1
1956,LIFELONG MEDITECH PRIVATE LIMITED - Lifelong Med,U85110DL2002PTC116251,06AABCL0246K1ZP
1957,NEWRISE HEALTHCARE PRIVATE LIMITED   ,U85110DL2002PTC114987,06AAACU6263G1ZD
1958,APEX HEART CARE PRIVATE LIMITED   ,U85110DL2002PTC114118,07AADCA4378D2ZT
1959,NIIT YUVA JYOTI LIMITED   ,U80904DL2011PLC219784,07AADCN6364Q1ZS
1960,IL&FS SKILLS DEVELOPMENT CORPORATION LIMITED - IL&FS,U80904DL2011PLC213135,24AACCI5146G1ZT
1961,EVAN MULTISPECIALITY HOSPITAL & RESEARCH CENTRE PRIVATE LIMITED  ,U85100DL2012PTC246067,09AADCE2394K1ZB
1962,LINK QUEST TELECOM LIMITED - LINK QUEST,U64201DL1996PLC080683,20AAACL1613M1ZZ
1963,BHARTI AIRTEL SERVICES LIMITED - Bharti Airtel Services,U64201DL1997PLC091001,29AAACB8917G1ZJ
1964,VODAFONE DIGILINK LIMITED   ,U64201DL1997PLC088088,08AAACA3202D1ZI
1965,NDTV CONVERGENCE LIMITED - NDTV Convergence,U64201DL2006PLC156531,07AACCN4207B1Z2
1966,HCL LEARNING LIMITED   ,U80900DL2012PLC242907,07AADCH0304E1ZB
1967,SKILLS ACADEMY PRIVATE LIMITED   ,U80900DL2011PTC227374,27AAFCD3932L1ZG
1968,CREDI HEALTH PRIVATE LIMITED - CREDI HEALTH,U85100DL2013PTC249274,06AAFCC1921L1ZS
1969,ALDINE VENTURES PRIVATE LIMITED - ALDINE,U80904DL2014PTC265872,07AAHCP6436H1Z8
1970,AVANTI LEARNING CENTRES PRIVATE LIMITED - Avanti Learning,U80904DL2012PTC244516,27AALCA2005R1ZF
1971,PIPETEL COMMUNICATIONS PRIVATE LIMITED   ,U64200DL2009PTC193950,07AAFCP1573R1ZT
1972,INSTANTPAY INDIA LIMITED - InstantPay,U64200DL2010PLC206587,07AAOCS6028B2ZD
1973,PIGEON EXPRESS PRIVATE LIMITED   ,U64120DL2004PTC129122,07AADCP3649N1ZY
1974,K 12 INNOVATIONS PRIVATE LIMITED - K 12 INNOVATIONS,U80903DL2010PTC204068,07AADCK9979N1ZI
1975,SAFEXPRESS PRIVATE LIMITED   ,U64120DL1996PTC078476,19AAECS4363H2Z4
1976,KAAISER GLOBAL PRIVATE LIMITED   ,U80904DL2016PTC301896,07AAGCK2169R1ZV
1977,LEAP SKILLS ACADEMY PRIVATE LIMITED   ,U80903DL2013PTC250632,07AACCL4568K1Z5
1978,OVERNITE EXPRESS LIMITED - OVERNITE,U64120DL1986PLC026209,14AAACO3758L1Z9
1979,ROBOSPECIES TECHNOLOGIES PRIVATE LIMITED   ,U80900DL2012PTC237791,09AAFCR9338G1ZZ
1980,DEN VARUN CABLE NETWORK PRIVATE LIMITED.   ,U64200DL2008PTC172193,07AACCD7801M1ZJ
1981,ASTONISHING NETWORK PRIVATE LIMITED   ,U64200DL2008PTC173372,06AACCD7831P2Z8
1982,FASTRACK COMMUNICATIONS PRIVATE LIMITED   ,U64200DL2008PTC179213,29AABCF2407J1ZQ
1983,FAB DEN NETWORK PRIVATE LIMITED   ,U64200DL2008PTC185866,07AABCF3126G1Z1
1984,SPACE TELELINK LIMITED   ,U64200DL2009PLC190648,06AANCS1016J2ZD
1985,COMZA INFORMAGE PRIVATE LIMITED   ,U64200DL2009PTC187250,07AAECP9434A1ZL
1986,LEVERAGE ED-TECH PRIVATE LIMITED - LEVERAGE ED TECH,U80900DL2015PTC279331,07AACCL8474A1ZL
1987,EXTRAMARKS EDUCATION INDIA PRIVATE LIMITED - Extramarks,U80900DL2015FTC283323,06AAECE0158Q1ZE
1988,LAUREATE EDUCATION INDIA PRIVATE LIMITED   ,U80302DL2008PTC180281,07AABCL5297J1Z4
1989,BOORTMALT INDIA HOLDINGS PRIVATE LIMITED   ,U65100DL2008PTC175657,06AADCB3975H1ZM
1990,ALTURA FINANCIAL SERVICES LIMITED - Altura Financial Services,U65100DL2013PLC259294,07AAMCA0827E1ZX
1991,EDU SMART SERVICES PRIVATE LIMITED   ,U80902DL2009PTC191840,27AAFCK7830E1ZJ
1992,INME LEARNING PRIVATE LIMITED   ,U80902DL2008PTC185145,07AACCI0136J1ZU
1993,KAAISER SERVICES PRIVATE LIMITED   ,U80302DL2011PTC222512,07AAECK4198E1ZF
1994,HUGHES GLOBAL EDUCATION INDIA LIMITED - Hughes Education,U80302DL2011PLC215608,20AACCH6188D1ZW
1995,GREAT LAKES E- LEARNING SERVICES PRIVATE LIMITED - GREAT LAKES E- LEARNING,U80302DL2010PTC211483,06AAECB3694E1ZR
1996,TRANSFORMATIVE LEARNING SOLUTIONS PRIVATE LIMITED - Transformative,U80302DL2010PTC207015,07AADCT5543R1ZP
